model_name,dataset,example_id,temperature,perturbation_type,perturbation_position,perturbed_question,gold_answer,clean_answer,clean_cot,perturbed_answer,perturbed_cot,clean_correct,perturbed_correct,apa,similarity,collapse,semantic_drift,recovery,faithfulness_risk,faithfulness_support,faithfulness_contradiction,faithfulness_method
mock-baseline,gsm8k,gsm8k_0001,0.0,skipped_step,middle,"A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9411764705882353,,0.6323529411764706,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,skipped_step,end,"A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9411764705882353,,0.6323529411764706,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,contradictory_evidence,beginning,"Additional statement: one source now says the opposite condition is true. A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9642857142857143,0.0,0.6392857142857142,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,contradictory_evidence,middle,"A store sells pencils in packs of 4. If Additional statement: one source now says the opposite condition is true. Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9642857142857143,0.0,0.6392857142857142,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,contradictory_evidence,end,"A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get? Additional statement: one source now says the opposite condition is true.",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9642857142857143,0.0,0.6392857142857142,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,unit_value_change,beginning,"A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9411764705882353,,0.6323529411764706,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,unit_value_change,middle,"A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9411764705882353,,0.6323529411764706,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0001,0.0,unit_value_change,end,"A store sells pencils in packs of 4. If Mia buys 3 packs, how many pencils does she get?",12,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,0.9411764705882353,,0.6323529411764706,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,lexical_paraphrase,beginning,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,lexical_paraphrase,middle,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,lexical_paraphrase,end,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,semantic_distractor,beginning,Context note: A nearby city opened a new museum last year. A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,semantic_distractor,middle,A bus has 18 seats. 7 Context note: A nearby city opened a new museum last year. are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,semantic_distractor,end,A bus has 18 seats. 7 are occupied. How many seats are free? Context note: A nearby city opened a new museum last year.,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,intermediate_wrong_step,beginning,Interim claim: adding both sides gives 17 before simplification. A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,intermediate_wrong_step,middle,A bus has 18 seats. 7 Interim claim: adding both sides gives 17 before simplification. are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,intermediate_wrong_step,end,A bus has 18 seats. 7 are occupied. How many seats are free? Interim claim: adding both sides gives 17 before simplification.,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,skipped_step,beginning,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,skipped_step,middle,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,skipped_step,end,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,contradictory_evidence,beginning,Additional statement: one source now says the opposite condition is true. A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,contradictory_evidence,middle,A bus has 18 seats. 7 Additional statement: one source now says the opposite condition is true. are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,contradictory_evidence,end,A bus has 18 seats. 7 are occupied. How many seats are free? Additional statement: one source now says the opposite condition is true.,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,unit_value_change,beginning,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,unit_value_change,middle,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,gsm8k,gsm8k_0002,0.0,unit_value_change,end,A bus has 18 seats. 7 are occupied. How many seats are free?,11,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,lexical_paraphrase,beginning,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,lexical_paraphrase,middle,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,lexical_paraphrase,end,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,semantic_distractor,beginning,"Context note: A nearby city opened a new museum last year. Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,semantic_distractor,middle,Where do you usually keep milk cold? Options: Context note: A nearby city opened a new museum last year. (A) oven | (B) refrigerator | (C) bookshelf,B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,semantic_distractor,end,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf Context note: A nearby city opened a new museum last year.",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,intermediate_wrong_step,beginning,"Interim claim: adding both sides gives 17 before simplification. Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,intermediate_wrong_step,middle,Where do you usually keep milk cold? Options: Interim claim: adding both sides gives 17 before simplification. (A) oven | (B) refrigerator | (C) bookshelf,B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,intermediate_wrong_step,end,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf Interim claim: adding both sides gives 17 before simplification.",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,skipped_step,beginning,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,skipped_step,middle,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,skipped_step,end,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,contradictory_evidence,beginning,"Additional statement: one source now says the opposite condition is true. Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,contradictory_evidence,middle,Where do you usually keep milk cold? Options: Additional statement: one source now says the opposite condition is true. (A) oven | (B) refrigerator | (C) bookshelf,B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,contradictory_evidence,end,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf Additional statement: one source now says the opposite condition is true.",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,unit_value_change,beginning,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,unit_value_change,middle,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0001,0.0,unit_value_change,end,"Where do you usually keep milk cold?
Options: (A) oven | (B) refrigerator | (C) bookshelf",B,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,lexical_paraphrase,beginning,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,lexical_paraphrase,middle,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,lexical_paraphrase,end,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,semantic_distractor,beginning,"Context note: A nearby city opened a new museum last year. What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,semantic_distractor,middle,What do people wear on their feet outdoors? Context note: A nearby city opened a new museum last year. Options: (A) shoes | (B) gloves | (C) hat,A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,semantic_distractor,end,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat Context note: A nearby city opened a new museum last year.",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,intermediate_wrong_step,beginning,"Interim claim: adding both sides gives 17 before simplification. What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,intermediate_wrong_step,middle,What do people wear on their feet outdoors? Interim claim: adding both sides gives 17 before simplification. Options: (A) shoes | (B) gloves | (C) hat,A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,intermediate_wrong_step,end,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat Interim claim: adding both sides gives 17 before simplification.",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,skipped_step,beginning,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,skipped_step,middle,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,skipped_step,end,"What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,,0.65,0.5,0.0,heuristic
mock-baseline,commonsenseqa,csqa_0002,0.0,contradictory_evidence,beginning,"Additional statement: one source now says the opposite condition is true. What do people wear on their feet outdoors?
Options: (A) shoes | (B) gloves | (C) hat",A,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,mock_answer,Step 1: parse constraints. Step 2: reason over entities. Step 3: produce final answer.,False,False,True,1.0,0.0,1.0,0.0,0.65,0.5,0.0,heuristic
